Id,Name,Affiliation
256036,Hooshang Hemami,Ohio State University
256037,Laurent Goffart,
256047,Spencer Knapp,
256054,Steven M. Pederson,Department of Mathematics|Morehouse College
256074,William Paterson,"University,Wayne, NJ,USA"
256086,The Implementation Of Postgres,"University of California , Berkeley"
256087,Machine Learning Information,
256089,Ji Zheng,"Remote Sensing Information Engineering College Wuhan University, No.129 Luo Yu Road, Wuhan, China, 430079 -"
256139,Joachim Schrod,Technical University of Darmstadt
256143,Van Bang Le,University of Rostock
256153,Amit Patel,Department of Biology|Duke University
256167,Norman Powell,Leeds Metropolitan University
256168,Via E. Orabona,
256181,Fredrik Gunnarsson,
256204,S. M. YEH,Institute of Electro-Optical Engineering|National Sun Yat-sen University
256218,S. Halloway,
256234,Matthias Ringe,
256267,Michael A. Swartwout,Department of Mechanical & Aerospace Engineering|Washington University
256275,R. La Fontaine,Laboratory of Experimental Psychology|University of Tours
256290,Dinakar Dhurjati,
256296,Tools Angel R. Puerta,
256297,Steven Carroll,School of Civil Engineering|Queensland University of Technology
256309,N. M. Ryskin,
256337,T. Chandola,"Department of Public Health, University College London, D.A."
256341,Finite Dierence Schemes,
256344,Sustained Open Dialogue,
256362,Bill Millar,NASA Ames ResearchCenter
256367,Arild Underdal,
256371,Mw Brown,"DEC Systems Research Center, Palo Alto, CA"
256379,L. M. Auer,
256388,William David Bishop,University of Waterloo
256389,Jean-paul Van Waveren,
256399,Bernhard Steffen,Technische Universität Dortmund
256416,Jacek M. Zurada,
256423,Don Towsley,
256435,William M. Buco,
256451,C.m. Johnson,"Agriculture and Agri-Food Canada Research Centre, Lethbridge,Alber ta T1J 4B1 Canada"
256460,L. Hopkins,BIOMATH Department|Ghent University
256465,Tallinn Technical Univ,
256479,Yuehjen E. Shao,
256484,MITSUHIKO SANO,Laboratory of Global Fisheries Science|School of Agricultural and Life Sciences|University of Tokyo
256497,Based On Region,
256498,Jan M. M. Rondeel,""
256504,Colin J. Neill,Pennsylvania State University
256505,Brian K. Guenter,
256508,A. Solstad,"Bodø University College, Institute of Teacher Education"
256527,For Compressed Light,
256564,Martin Weckerle,
256568,Huw Price,
256596,Eduardo de Paiva Alves,"University of Electro-Communications, Tokyo, Japan"
256607,Bas'ilio X. Santiago,
256608,A. Siow,
256616,Stephen Shenker,
256644,For Embedded Software,
256646,Alex K Molyneaux,
256653,L. Fisher,(DEB-9509268) and the Indiana University Department of Biology.
256662,T. Skolem,
256667,Joanne McGrath Cohoon,
256674,Michael Levit,
256675,Kostas Florios,
256678,G. P. Imthurn,
256688,Julia E. Hodges,
256691,Bertrand Mazure,
256708,Sasu Tarkoma,
256711,Bernadette Hanlon,University of Maryland
256719,Bernard J. Rauscher,NASA Goddard Space Flight Center
256730,G. D. Montanaro,"GE Corporate Research & Development, Schenectady, NY"
256737,DAVID L. HAN,
256739,P. Stovicek,
256757,Andrea Baiocchi,
256761,D.-L. Lu,"Southwestern Institute of Physics|Chengdu , Sichuan 610041"
256765,H. R. Chappel,Science and Technology Facilities Council
256774,Bruce C. Philips,
256776,Giovanni Dosi,
256780,Ali Balci,Sakarya University
256789,Shaogang Chen,"Purdue Univ., West Lafayette, IN"
256797,Jeannine Pinto,
256812,Rosario Robert,
256822,Andreas Wirzba,
256838,David Blanchflower,Dartmouth College
256839,RAOUL BOTT,
256848,Pierre Hansen,
256857,F. Kazi,
256863,R.-Q. Xu,
256881,Final Version October,
256884,S. Gold,
256889,H. Schaub,
256909,Nathan Kuppermann,""
256911,Jean-louis Le Mouel,"Institut de Physique du Globe de Paris, Paris, France"
256912,Kohei Suzuki,Hitachi Chemical Research Center
256919,Kumar Brahnmath,"Department of Computer Sciences, Purdue University"
256934,Abdoul Rjoub,
256945,Harri Hansen,Technical Research Center
256955,Y. Yatabe,
256957,G. A. Darey,
256959,Jingbing Yi,
256960,S. Siripant,Research Center|Department of Mathematics|Chulalongkorn University
256964,Owen Sacco,
256978,Vijay Parihar,
256979,Marvin Theimer,Stanford University
256989,Nickolay M. Yanev,
256998,X. Huai,University of Maryland
257009,R. Fox,Royal National Orthopaedic Hospital Trust
257030,Oliver Broker,
257047,Andrej Trost,
257053,Fabio Canova,
257062,Simon J. Gay,
257069,Edward Jones,
257077,Angelika Teresiak,
257101,Ben Gross,
257107,M.g. Kazantzakis,
257108,Paolo Epifani,
257114,Christophe Nicolle,
257129,Erik Malcolm Champion,
257148,Ton K. Ten Kate,
257159,Paolo Comelli,
257166,Louis Nirenberg,
257167,Norman E. Lane,"Department of Cellular and Molecular Neuroscience, Imperial College, Faculty of Medicine, UK;"
257169,Jung-hong Chuang,"National Chiao Tung University, Taiwan"
257181,S. STEFANa,"National Institute of R&D for Optoelectronics, Remote Sensing Department, Bucharest, MG-5, Romania"
257189,Laetitia Gros,
257191,Han-wei Shen Mrj Nasa Ames,
257204,Compiler Optimisations,
257205,Simon C. H. Yu,
257218,Ka-Chun Siu,University of Nebraska Medical Center
257228,Lesley Stirling,
257229,Arne Broering,University of Muenster
257243,Kenway Louie,Center for Neural Science|New York University
257266,I. King,Department of Computer Science Engineering; The Chinese University of Hong Kong
257278,J. M. Hoffman,Utah Center for Advanced Imaging Research|Department of Radiology|University of Utah
257283,Akihiro Kajiwara,
257295,Mark H. Pearce,
257297,Ralf Knoesel,Math . Comp . Sc. Div.; Argonne National Laboratory
257304,V. Meghdadi,
257308,Uwe Grimm,
257312,Arun Mukhija,
257319,Pasi Kuvaja,
257320,Kyu Min Lee,
257325,Carmela Veneziani,1; 1; RSMAS/MPO; University of Miami
257345,M. Ceballos,"Department of Physics and Astronomy , University of Leicester , Leicester LE1 7RH , UK"
257363,Darren Kerbyson,Los Alamos National Laboratory
257374,F. Mohammadi,Iran Polymer and Petrochemical Institute
257387,John Eric Fosler-lussier,University of Cambridge Computer Laboratory
257399,Ben T. Williams,Lifespan Research Institute
257409,Miroslav Bojovic,
257419,M. Tayama,
257420,Gabriel Parmegiani Jahn,
257431,Kevin P. Donnelly,Northeastern University
257433,D. E. Kaushik,F / O Pharmacy|Jamia Hamdard University
257467,P. S. Smertenko,National Academy of Sciences of Ukraine
257474,G. R. Barnes,"Canada; ,Wellcome Trust Laboratory for MEG Studies, Neurosciences Research Institute, Aston University"
257483,Hichem Bannour,École Centrale Paris
257487,David Walsh,National Institute on Media
257488,Yul Chu,
257498,Hideki Nagasaki,
257504,Christian Leubner,
257505,Justin W. L. Wan,
257509,Barthelemy Von Haller,
257510,A. Urie,
257512,I. H. Mel Suffet,
257530,Tilman Wolf,University of Massachusetts
257535,Roger Temam,
257537,Stefan Kiryenko,
257538,R. Goebel,Maastricht Brain Imaging Centre|University of Maastricht
257574,Tim Moses,Research Report
257578,C. T. Russella,
257600,G. Metes,
257601,V. Vartanian,Freescale Semiconductor Inc
257604,A. F. Newman,Institute for Systems Research and Electrical Engineering Department; University of Maryland
257605,Protectin Project Value,
257627,D. Le Goff,
257636,I. Balega,
257641,N. L. Hindley,
257670,Kenneth J. Arrow,Stanford University
257671,Piotr Magnuszewski,Institute of Physics|Wroclaw University of Technology
257680,Paul Sajda,Columbia University
257691,W. M. Boothby,
257692,Joseph A. Giampapa,
257696,Dominique Sidou,
257699,Martine Labbe,Department of Endocrinology|University of Pisa
257700,L. A. Carpenter,
257710,Anthony Gar-On Yeh,
257719,Naoki Yoshinaga,
257734,Notie Lansford,
257735,Petri Toronen,
257742,Ping-Wing Lui,National Yang Ming University
257745,Cees F. M. Sier,
257762,Parameswaran Ramanathann,Department of Electrical and Computer Engineering; University of Wisconsin-Madison
257767,Jennifer L. Davidson,Iowa State University
257772,E. Braverman,
257779,Hai Huyen Dam,
257787,Giacomo Capizzi,
257790,Leif E. Peterson,
257815,B. Shapiro,Department of Biology|Pennsylvania State University
257817,Robert J. Cline,
257818,R. Swift,Coastal Services Center Technical Report
257819,Andre Domingos Araujo Souza,
257820,Jochen Konemann,
257821,E. O. Wiley,
257822,A. A. Ruban,
257840,Gareth J. Monkman,Fachhochschule Regensburg
257864,D. S. Ramam,"Computer Science Telecommunication www.cstp.umkc.edu; University of Missouri--Kansas City , USA"
257889,Luis Villasenor-Pineda,
257902,William F. Stenson,
257912,Mladen Rogina,Department of Mathematics|University of Zagreb
257914,Ccitt. Recommendation Z,
257919,Fredrik Ronquist,Florida State University
257925,Candice Bechem Combs,
257927,John S. D. Mason,
257938,Dafydd Evans,
257945,Pedro Real,
257956,P. Brenner,Politecnico di Torino|Infineon Technologies AG
257963,H. P. Fritsch,
257989,Gary S. Robinson,
257995,Narendran Sachindran,
257996,George A. Politis,
258011,A Fishbach,
258012,A. B. Martínez,"School of Computer Science Eng., University of Valladolid"
258026,Gary Colt Marsden,
258029,K. Palaniappan,"University of Missouri - Columbia, Columbia, MO"
258036,Alejandro Murua,
260036,Reidar Gjersvik,
258042,Sergei Ostanin,Tel Aviv University|Center for Technological Education|Tomsk State University
258045,M. Gr¨¹newald,
258063,R. Woody,
258082,Michael V. Green,National Institutes of Health|U.|Hospital Universitario Gregorio Marañón
258086,Lukasz Kotula,Universitat Bayreuth
258094,Frederique Jacquet,
258110,Allen W. Song,Duke University
258112,L. D. Pustyl'nikov,
258113,C. Di Napoli,
258115,Howard K. C. Yee,Department of Astronomy|University of Toronto
258117,A. Boucher,
258118,Christopher A. Chung,
258177,Federico Mescia,Laboratori Nazionali di Frascati
258192,Jan J. Boersema,VU University of Amsterdam
258205,A. Makroglou,", Dept. of Mathematics,, University of Portsmouth, Portsmouth PO1 3HE, UK"
258212,M. Fitzwater,
258232,Thomas Hintz,
258243,S. Wayne Bollinger,
258248,LIONEL MICHAUD,Assistant : Jean-Philippe Martin-Flatin
258252,Jae Sung Lee,Pohang University of Science & Technology
258263,Eric Trupin,"Laboratoire Perception , Systemes et Information des Sciences et Techniques; Universite de Rouen"
258268,Gunter Hotz,"Fachbereich 14 -- Informatik , Universitat des Saarlandes"
258275,A. Zebdi,
258279,Eros Pasero,
258287,Through Graph-based Temporal,
258323,Xiu-wen Liu,
258328,G. Preparata,Dipartimento di Fisica|Universita di Milano|Sezione di Milano
258329,Dana J. Taipale,
258332,Kiyoshi Agusa,
258336,Tokihiko Kaburagi,"Waseda University, Tokyo, Japan"
258364,Hyo-Kun Hahn,
258365,R. Sikorski,"Arcbay , , Inc"
258372,Paula Kauppi,
258375,Cristina Bosco,
258378,John Bresnahan,
258383,M. A. Shibib,
258395,Ian G. Fuss,School of Electrical and Electronic Engineering|University of Adelaide
258396,J. Y. Yi,
258441,Kun-Lin Hsieh,
258445,Thomas Colcombet,
258451,Maria Angeles de Prada Vicente,Universidad del País Vasco! UPV/EHU
258464,Tim Watson,Department of Computer Science; De Montfort University
258492,David B. Kieda,University of Utah
258506,Eric Monmasson,Cergy-Pontoise University
258515,Antonio Merla,
258529,Corin A. Gurr,
258539,Ran Li,Department of Pharmacology|Duke University Medical Center
258544,Peter Rieger,
258548,Robert B. Haber,Department of Theoretical and Applied Mechanics|University of Illinois at Urbana-Champaign
258552,Vadim Okun,
258553,Bjorn Gudmundsson,Department of Science and Technology|Linköping University
258580,Masaharu Imai,
258587,Soren Skovgaard Christensen,
258600,Jae Pil Jung,Department of Materials Science and Engineering|University of Seoul
258602,Hing Kiu Kan,
258617,Manuel Olave,"Development Group , Inc"
258618,Craig D. Smith,Center for Biophysical Sciences and Engineering|University of Alabama at Birmingham
258633,J.f. Lindberg,"*Stockholm University , Dept . of Linguistics , Computational Linguistics; **Telia Research AB"
258649,Robin Barker,
258650,Peter M. Robinson,London School of Economics and Political Science
258652,A. Chwu,
258661,Daniel E. Resasco,
258678,F. Baudin,Institut d'Astrophysique Spatiale
258685,S. Koukoulas,University of the Aegean
258718,Micha Baum,
258753,Kenneth J. Loh,University of California Davis
258755,High-leverage Best Practices,
258765,Xiaojian Yang Soheil,
258775,Fixed Routing Multiservice,
258782,Neil R. Anderson,
258787,Jerry Hallmark,
258817,H. Lv,
258836,T. Ohki,Department of Gastroenterology
258855,Rodrigo Schmidty,
258856,Il Ciocco,
258865,Jorg Hammerschmid,Technische Universitat
258893,Osei M. Bonsu,
258903,Frederick Ducatelle,
258912,D. Ballis,"Dip. Matematica e Informatica, Via delle Scienze 206, 33100 Udine, Italy."
258920,Syed Ali Hassan,Georgia Institute of Technology
258923,Ann. M. McNamara,
258932,Ilan Juran,""
258953,Michitoshi Ishiwaka,
258954,Xavier Alvarez,Tulane National Primate Research Center|Tulane University|School of Medicine
258982,Jihun Park,Department of Mathematics
258986,Declan Keane,Kent State University
258990,N. Bernstein,Johns Hopkins University|Naval Research Laboratory|United States Naval Academy
258997,J. St?ckler,
259008,Sascha Groh,
259009,B. D?cker,
259012,Xavier Dardenne,
259032,James Rees,
259057,Gerald R. Ferris,
259058,Victor Wu,"Computer Science Department, University of Massachusetts, Amherst, MA"
259077,Randall H. Wilson,
259083,Sheng-Yao Hu,Department of Electrical Engineering|Tung Fang Institute of Technology
259085,Berkman Sahiner,
259088,Somnath Banerjee,
259121,David Harbord,
259126,William. Nordhaus,
259129,Jose Rocha Faria-Neto,Pontificia Universidade Católica do Paraná
259131,Alexandre Reymond,
259155,Ching Y. Suen Framingham,
259157,Tanja Kvist,
259159,X. Mathieu,
259170,Bill Serra,
259174,William Fone,
259175,M. Terai,
259188,E. Huffman,Science Applications International Carporation
260046,Steve Newby,
259196,Zaijie Jim Wang,University of Illinois Chicago
259203,Hideki Shima,Carnegie Mellon University
259211,H. St ¨ Ogner,
259218,James W. Hearne,University of Wisconsin Madison
259222,Bradley A. Smith,"Current address: Structural GenomiX Inc.,finding solutions with search models,that represent only a"
259223,THOMAS E. IDLEMAN,
259230,Leo C. Breebaart,Institute of Applied Computer Science|Delft University of Technology
259232,H.m. Van Roermund,"Mixed-signal Microelectronics Group, Dept. of Electrical Engineering, Eindhoven University of Technology"
259234,N. Garg,Department of Microbiology|University of Texas Medical Branch
259243,Max Mulder,Delft University of Technology|Faculty of Aerospace Engineering
259247,Influence Of Arm,
259251,Dennis S. Arnon,
259268,Alasdair J. Edwards,
259270,R. X. Gu,Department of Civil|Environmental Engineering|Iowa State University
259271,Dirk Budke,
259272,A. K. Nandakumaran,Department of Mathematics|Indian Institute of Science
259274,Arti Cial Intelligence,
259276,Regan Lee Mandryk,
259277,Zygmunt Hasiewicz,
259281,Yongde Zhang,Department of Medicine|McMaster University
259330,R. Mahajan,Kennedy Krieger Institute
259359,A. Ferraro,"Center for Urban Transportation Research, Universityof South Florida"
259382,R.h. Jackson,University Outreach and Continuing Education; The University of Tennessee
259383,Alan Rogers,Department of Electronic Engineering|National University of Ireland
259386,Antoine Rozenknop,
259395,Regiane A. Sabatini,"Imunologia, e Parasitologia, and ,Departamento de Biofi´sica, Universidade Federal de Sa˜o Paulo, Sa˜o Paulo, Brazil"
259397,C. Buckalew,
259417,J. Woo,"Stanford University, Stanford, California 94305-9025"
259426,G. A. Baraff,
259430,ALEX SINAR,
259437,Mohan Edirisinghe,University College London
259442,Richard C. Condit,University of Florida
259443,Steven S. Popovic,
259462,Jan Olav Langseth,"University of Washington, Department of Applied Mathematics"
259463,Boyd A. Fowler,
259471,Flavie Vanlerberghe-Masutti,""
259472,Lisa Peruski,Michigan State University
259486,P.k. Kalra,Department of Computer Science and Engineering; Indian Institute of Technology
259487,Stefano Russo,Università degli Studi di Napoli Federico II
259489,Sallie W. Penny Chisholm,Massachusetts Institute of Technology
259503,R.m. Long,"Office of Communications and Public Liaison and ,Division of Pharmacology"
259507,DANG DUC TRONG,
259518,Hung Hsiang Liu,Institute of Physics|Academia Sinica Nankang
259522,Gregory L. Fenves,Dept . of Civil and Environmental Engineering
259523,D. Gopher,Davidson Faculty of Industrial Engineering and Management|Technion-Israel Institute of Technology
259531,Stefan Sablatng,
259546,H. Kawai,Waseda University
259547,Encadrement Rideau Laurence,Laboratoire d'accueil : INRIA Sophia Antipolis
259569,Jean-francois Nogier,
259574,Gregory K. Druschel,University of Vermont
259584,Fabrice R. Noreils,
259595,Peter zu Eulenburg,"Department of Neurology, Johannes Gutenberg University, Mainz, Germany"
259620,James T. Mcclave,"Departamento,de  Administração  da ,Universidade  Católica  do  Rio ,de  Janeiro."
259651,Martijn Kragtwijk,
259659,G. A. Myrestrand,Convergent Computing Systems Laboratory; Computer Science Department; University of Massachusetts
259667,Ali Torgursul,
259672,Roswitha Wiltschko,"Fachbereich Biowissenschaften der J. W. Goethe-Universität, Siesmayerstraße 70, D-60054 Frankfurt am Main, Germany"
259696,J. Szumbarski,Department of Aerodynamics; The Institute of Aircraft Engineering and Applied Mechanics; Warsaw University of Technology
259699,Yen-Kuang Cheng,
259705,Shesh N. Rai,Dept . of Biostatistics & Epidemiology|Jude Children ' s Research Hospital
259716,Walter Stromquist,
259733,Gert Pfeifer,
259734,Na Li,
259754,V. Mitrochin,
259756,Naoko Mori,Department of Quantum Engineering|Nagoya University
259759,I. S. Slessarev,""
259761,Jack J. Dongarrast,""
259774,Jose R. Maldonado,Stanford University
259783,F. O. Heinz,"Institut f*r Integrierte Systeme, ETH Zentrum, 8092 Z*rich, Switzerland"
259787,N. Nariman-Zadeh,""
259788,Thor Bestul,
259794,SCOTT F. ROBOHN,
259800,Sandra SAID,
259815,F. Holding,Xenova Ltd
259822,Kevin A. Kelley,Mount Sinai Medical Center & School of Medicine
259832,Bradford Loucas,
259837,L. Wirth,"*Department of Radiation Oncology, Dana Farber Cancer Institute, Brigham and Women's Hospital, Boston, MA; ,Department of"
259843,H. Selcuk Gecim,
259848,L. Gu,Surface Physics Laboratory|National Key Lab )|Fudan University
259850,Christopher P. L. Barkan,University of Illinois Urbana Champaign
259852,Michael Kreutzer,
259860,M. Dewanchand,
259893,Spencer V. Muse,
259901,George Gruner,
259916,Alistair Montgomery,"University of London , Imperial College"
259918,Dvir Steiner,"The Technion---Israel Institute of Technology, Halfa, Israel"
259928,Yin Bao,
259930,K. Hennacy,
259933,T. S. Sullivan,
259939,Kai B�tzel,
259942,A. Tomasgard,Norwegian University of Science & Technology
259959,Pascal Raymond,FR71 Institut Informatique et Mathématiques Appliquées de Grenoble
259998,Robert Ahrens,Bernard J. Dunn School of Pharmacy|Shenandoah University
260025,Christa M. Chewar,
260027,Louis C.-Y. Cheung,
260048,A. C. Millington,University of Bath|School of Management
260051,Karen R. Christie,
260059,John C. Schaefer,University of Pittsburgh|Medical Center|Winter Institute for Simulation Education and Research
260065,James G. Anderson,Harvard University
260066,Y. Chiramella,
260070,Vicraj T. Thomas,
260098,Pei-Xian Kou,
260112,Elizabeth S. Sagan,
260138,H. E. Hanrahan,
260148,Enrico Arrigoni,"Institut fur Theoretische Physik , Universitat Wurzburg , Am Hubland , D-97074 Wurzburg,"
260166,L. A. BOWMAN,Oilseed Research Centre|Food Research Centre
260182,V. Hlavac,"Center for Machine Perception; Faculty of Electrical Engineering , CzechTechnical University"
260194,Hiromori Orikasa,
260202,Combining Visible,
260204,Adel Benchabane,
260205,George E. Vlahos,
260210,Chinglai Yang,
260215,Juan-diego Zapata-rivera,
260221,Liqiang Cao,Chinese Academy of Sciences
260225,Cyrus D. Cantrell,
260228,Simon J. Ambler,
260238,Prashant Arora,"Department of Information and Computer, Science, University of California, Irvine, Irvine, CA"
260248,John Matsumura,National Defense Research Institute
260249,Peter Homan,
260256,Kenneth D. Crews,
260266,Bernardo Huberman,Hewlett Packard Labs
260269,W. k. Chui,Department of Pharmacy|Faculty of Science|National University of Singapore
260270,Octavio Cantalejo Olmos,
260272,Aaron R. Hawkins,
260275,Donald Hales,
260288,Kevin C. Yu,Department of Electrical Engineering; Stanford University
260299,Morten H. Christiansen,Cornell University
260301,Edward S. Davidson,
260305,Jennifer S. Shane,
260308,Ken'ichi Asami,
260331,John T. Krile,
260356,Boleslaw K. SZYMANSKI,Rensselaer Polytechnic Institute
260365,Fred Lerdahl,Department of Music|Columbia University
260381,Miguel Schneider-font¨?n,
260382,Tomas Hindmarsh,
260383,Mark Bilderback,
260385,Peter C. Gutmann,
260386,Osvaldo Germano Do Rocio,
260398,Walter Dehnen,Department of Physics|University of Leicester
260421,American English Anja,
260423,P.a. Thaler,Agilent Technologies
260443,S Zdomk,
260445,Johnson Lee,Seoul National University
260451,Gerardo Pardo-castellote,
260461,Ori Yekutiel,
260462,C. L. Mader,"Department,of Management, University of Innsbruck, Austria"
260472,Inc. Austin,
260474,Carlo Mari,Dipartimento di Metodi|Quantitativi e Teoria|Economica Universit µ
260501,Hakan Aydin,
260512,P. Dutta,Computational and Theoretical|Fluid Dynamics Division|Council of Scientific and Industrial Research
260521,Xuyen Vuong,
260534,K. Ohrn,
260541,Yuji Nakamoto,
260543,LEWIS BALL HOLMES,School
260554,Graeme E. Moss,
260563,D. Knoke,
260591,Richard Kilmer,
260610,L. Becchetti,"Universita' di Roma ""La Sapienza"", Rome, Italy"
260647,Inge Bethke,
260650,L. Feenstra,Dept of Paediatrics|School of Medicine DPMSC|University of Udine
260651,Annrai O'Toole,CORBA vendor perspective
260654,Inka Heidi Vilpola,
260656,Csaba Csaki,"Department of Physics, University of California at Berkeley,Theoretical Physics Group, Lawrence Berkeley National Laboratory"
260671,Adam R. Margetts,
260677,S. E. Newhouse,Department of Aeronautics; Imperial College
260679,Daniel Roy,Computer Science and Artificial Intelligence Laboratory|Massachusetts Institute of Technology
260684,Shi Zhu Wen,
260689,F. N. Owen,"J.-P. KNEIB; 1 ) Department of Physics , University of Durham"
260697,Stephan Kassanke,
260715,R. Reston,
260732,Pete Lunn,Economic and Social Research Institute Ireland
260734,Robert J. Mack,Langley Research Center
260736,Stephan Lechner,
260750,Edward N. Ziegler,Brookhaven National Laboratory
260752,Hasselmo Me,
260753,Vasyl V. Molebny,
260758,Gogce Crynen,""
260766,Jordi Bonada,
260773,P. M. DeOliveira,
260781,Itsik Pe’er,
260784,Peter J. Dominy,University of Glasgow
260798,Hitoshi Morikawa,University of Texas Austin
260799,Thomas Gschwind,
260802,R. Siegmund-schultze,
260814,P. Sipilaa,
260821,Joshua B. Hurwitz,"Motorola Mobility, Inc."
260822,Jeffrey R. Cates,Oak Ridge National Laboratory|National Transportation Research Center
260837,Yen-da Chen,Tamkang University
260841,Rou-Yong Duan,
260843,Luc Van Eycken,
260854,J. L. KULP,Research Laboratory of Electronics and Laboratory for Cornputer Science|Massachusetts Institute of Technology
260855,B. Lorstad,Department of Physics|University of Lund
260857,Richard Bennett,Department of Agricultural and Food Economics|University of Reading
260859,Andrey V. Filatov,
260862,Lea Kissner,
260867,Sanjay Chandrasekharan,Georgia Institute of Technology
260872,Izumi Fukasaku,"Research Center for Advanced Science and Technology, University of Tokyo"
260873,C. Constable,
260904,N. Sultana,
260924,Philip Wai Yan Chiu,Chinese University of Hong Kong
260949,Ranjeet Singh Mander,
260958,F. Gershberg,
260962,A. David Paltiel,
260964,Emily Gustafsson-Wright,
260971,Kalidas Subedi,
260993,Joseph Pekarek,
261002,Tasks To Processors,
261005,Torsten Schindler,
261013,Hiroshi Ikeda,Hitachi Chemical Research Center
261021,Christophe Samson,
261024,N. Ito,Japan Atomic Energy Research Institute|Mitsubishi Electric Corporation|National Laboratory for High Energy Physics Oho
261026,S. Croxall,
261056,The Web Server Book,
261060,Jie Chenl,
261064,Jun-ichi Horiuchi,
261081,Helmut Fischer,Institut fur Klinische Chemie und Laboratoriumsmedizin|Institut fur Arterioskleroseforschung
261089,F. Pachet,"University of Paris VI, France"
261094,Bobby G. Sumpter,
261107,G. B. Denegri,Department of Electrical Engineering|University of Genoa
261110,End Andrew S. Taaenbaum,
261123,Tammy Menneer,Department of Computer Science; University of Exeter
261124,Shelly Goldstein,
261140,P. G. M. Centen,
261144,Jose Luis Gomez-Tornero,
261154,Andrew R. Morrison,University of Oslo
261166,Jg Miller,"Department of Electrical and Computer Engineering, University of Alberta, Newton Building 320, Edmonton, AB, Canada T6G 2G7"
261168,Paul Tucker,University of Minnesota
261172,Zellman Warhaft,Sibley School of Mechanical & Aerospace Engineering|Cornell University
261182,Uniform Resource Identifiers,
261213,E.m. Leung,"Martin Marietta Technologies Inc., Rancho Bernardo CA 92125"
261217,Per-Erik Forssen,Linköping University
261222,G. Muraleedhara Kurup,Department of Biochemistry|University of Kerala
261224,Carlos Gonzalia,
261236,Tom Kean,
261245,Reid L. Kress,
261259,Naser Safaie,Tarbiat Modares University
261265,Jordi Torresy Ydepartament,
261279,Judith Dijk,
261284,Martin S. Zand,Forestry and Forest Products Research Institute
261292,Kazunori Miyahara,Superconductivity Research Laboratory|International Superconductivity Technology Center
261305,A. Bhattacharjee,Space Science Center|University of New Hampshire|NASA Goddard Space Flight Center
261308,Joel Barnes,Operations Research and Industrial Engineering Group|Dept . of Mechanical Engineering
261309,B. Middlemiss,
261318,K.a. Wimmer,
261319,Joycelyn. H. Li,Y.Zhen
261322,Frank S. Pidala,
261324,I Thank Franklin Allen,"Dow, European University Institute, Badia Fiesolana, I-50016 San Domenico di"
261327,Joachim Funke,
261374,William Randolph Franklin,"Electrical, Computer, and Systems Engineering Dept., 6026 J.E.C., Rensselaer Polytechnic Institute, Troy, NY, USA"
261377,Bernhard H. Seiss,
261399,Qi-Dong Deng,
261411,Jayanth P. Mysore,
261413,R. Chu,"Department of Medicine, Wayne State, University, Detroit, MI 48207, H. Spencer, Chief, Metabolic Section"
261417,Alexandre Agustini,Pontificia Universidade Católica do Rio Grande do Sul
261427,P. C. Liewer,Jet Propulsion Laboratory|California Institute of Technology
261441,Isao Furukawa,
261448,Harro Wimmel,
261451,Juan J. de Pablo,University of Wisconsin Madison
261453,Ying Lang Chuang,
261457,Nassif Ghoussoub,
261464,Z. YD,
261467,M. Barkhordari Yazdi,
261469,Colin M. Sayers,Schlumberger
261479,Akihiro Uemura,Graduate School of Science and Technology|Kumamoto University
261482,K. Poguntke,
261484,Zhi Hao Jin,
261489,S.t.h. Chan,Department of Zoology|Department of Obstetrics and Gynaecology|University of Hong Kong
261500,Ana P. Ferreira,Embrapa Gado de Leite
261504,F. Gail Gray,
261514,Miaosen Shen,United technologies Research Center
261517,Bernhard Scholz,
261522,Sebastien Chauvin,
261534,Daniel J. Ryan Jr.,
261567,Ying Wu,Northwestern University
261580,Yi Wu,Temple University
261590,Jose M. Conejero,Universidad de Extremadura
261594,Elmer Williams,
261613,Yehi Mssoud,Department of Electrical Engineering and Computer Science; Massachusetts Institute of Technology
261616,William F. McDonough,
261621,John P. Boyd,
261627,Majaz Moonis,""
261630,Noton K. Dutta,
261631,B. E. Higgins,Bureau of Commercial|Fisheries Biological Laboratory
261642,Eugenio O?ate,
261657,THEODORE G. WEYAND,
261663,S. Charcranoon,
261664,Caa. Blunsdon,
261668,Nat Natarajan,
261682,Deepak Srinivasagupta,
261689,Tsukasa Yoneyama,Department of Physics|Tokyo Institute of Technology
261703,Stephane Pitois,Laboratoire de Physique de l'Université de Bourgogne
261713,Ernesto J. Coto,
261721,Krzysztof Matyjaszewski,Carnegie Mellon University
261737,Robert W. Klepper,
261744,Michael Davenport,
261749,T. V. Hromadka II,"Dept. of Ceramic and Materials Engineering, Rutgers University, Piscataway, NJ 08854"
261756,Bob L. Janssens,
261757,Joseph G. Davis,University of Sydney
261774,Michael M. Walker,
261779,Stephan Reiter,
261823,Hiroyuki Meguro,
261827,Michel Georges,
261844,J. R. P. Mahon,
261847,C. L. Borgman,
261852,Seraphim Alvanides,Institute of Health and Society|Newcastle University
261858,Ganfeng Xie,Third Military Medical University
261880,Pedro M. Tapia,
261881,Seyed Mohammad Kalantarkousheh,Islamic Azad University
261894,Aldert L. Zomer,
261903,Y. p. Sever,
261929,A. Montenegro,"LABSOLAR -Laboratório de Energia Solar, Departamento de Engenharia Mecânica"
261932,Alexander N. Morozov,School of Physics & Astronomy|University of Edinburgh
261939,John Blank,
261947,Niran Angkawattanawit,
